created_at,text,id,user_id,user_loc,user_followers,user_lang,user_time_zone,retweet_count,fav_count,scores
Sun May 31 17:45:50 +0000 2020,"RT @oliverdarcy: ""Mark bends over backwards to do things that basically violate his own terms of service on behalf of ... President Trump,""…",1267150306221133825,500878446,"Plano, TX",1416,,,0,0,2
Sun May 31 17:45:48 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267150298017083392,1169964828619943937,United States,254,,,0,0,2
Sun May 31 17:45:24 +0000 2020,"OVERNIGHT ENERGY: Trump official violated ethics rules in seeking EPA job for relative, watchdog finds| Trump admin… https://t.co/cM3ys02eG9",1267150200382148610,782413784,"Waukesha, WI",767,,,0,0,3
Sun May 31 17:45:11 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267150146019692546,21815560,Michigan,14,,,0,0,2
Sun May 31 17:44:56 +0000 2020,RT @davidakaye: the widespread reporting of attacks on #journalists in the US should be raising huge alarms. poor training combined with in…,1267150083163914241,399410067,suburban Philadelphia native,180,,,0,0,2
Sun May 31 17:44:25 +0000 2020,"RT @oliverdarcy: ""Mark bends over backwards to do things that basically violate his own terms of service on behalf of ... President Trump,""…",1267149950736977920,6585222,"San Francisco, CA",73661,,,0,0,2
Sun May 31 17:44:11 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267149893853777920,2464983006,,2001,,,0,0,2
Sun May 31 17:43:57 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267149835460849674,1185255159137480705,Hellworld,116,,,0,0,2
Sun May 31 17:43:55 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267149825184878593,15065006,Texas,132,,,0,0,2
Sun May 31 17:43:50 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267149804871790592,125431781,,3441,,,0,0,2
Sun May 31 17:43:46 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267149787486285824,17682476,Australia,8029,,,0,0,2
Sun May 31 17:43:15 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267149657718820864,104211263,Mexico city,4653,,,0,0,2
Sun May 31 17:43:09 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267149632364261376,2571645308,United Kingdom,374,,,0,0,2
Sun May 31 17:43:03 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267149606669791234,244237410,"British Columbia, CANADA",717,,,0,0,2
